"STATE","VEHICLE TYPE","MANUFACTURER","MODEL","FUEL TYPE","Q1 2022","Q2 2022","Q3 2022","Q4 2022","Q1 2023","Q2 2023","Q3 2023","Q4 2023","Q1 2024","Q2 2024","Q3 2024","Q4 2024","Q1 2025","Q2 2025","Q3 2025","Q4 2025","Q1 2026"
"SOUTH AUSTRALIA","Medium SUV","KGM","KGM Torres","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"QUEENSLAND","Medium Car","Lexus","Lexus ES","ICE",14,9,8,15,7,4,8,5,1,0,0,0,0,0,0,0,0
"SOUTH AUSTRALIA","People Mover","Honda","Honda Odyssey","ICE",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEW SOUTH WALES","Van","Mercedes-Benz Vans","Mercedes-Benz Vito/eVito Van","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"NEW SOUTH WALES","Large SUV","Mazda","Mazda CX-80","PHEV",0,0,0,0,0,0,0,0,0,0,0,66,235,22,20,31,44
"VICTORIA","Sports Car","Subaru","Subaru BRZ","ICE",50,49,83,66,77,92,90,56,46,65,29,41,46,45,28,27,45
"TASMANIA","Medium SUV","Porsche","Porsche Macan","ICE",8,17,9,10,13,9,6,11,8,7,5,10,4,4,3,7,1
"QUEENSLAND","Large SUV","Toyota","Toyota Prado","ICE",1995,1509,1304,1120,919,1153,1631,2313,724,68,7,1668,2127,1757,1629,1019,1173
"SOUTH AUSTRALIA","Large SUV","Mazda","Mazda CX-8","ICE",104,109,153,93,130,102,111,136,149,90,21,2,0,0,0,0,0
"VICTORIA","Medium SUV","KGM","KGM Actyon","Hybrid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"TASMANIA","Small Car","Ford","Ford Focus","ICE",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEW SOUTH WALES","Ute (4WD)","Chevrolet","Chevrolet Silverado","ICE",97,96,145,185,118,191,145,196,151,181,170,169,181,147,144,162,130
"VICTORIA","Sports Car","Ferrari","Ferrari Coupe/Conv","PHEV",1,2,0,3,5,3,11,3,2,2,8,10,10,3,0,1,3
"QUEENSLAND","Medium Car","MG","MG MG7","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"NEW SOUTH WALES","Sports Car","McLaren","McLaren Coupe/Conv","ICE",4,6,4,10,9,16,7,8,3,8,2,12,0,1,3,1,1
"TASMANIA","Ute (4WD)","Toyota","Toyota Tundra","Hybrid",0,0,0,0,0,0,0,0,1,1,1,3,5,3,5,0,3
"SOUTH AUSTRALIA","Small Car","Hyundai","Hyundai Ioniq","Hybrid",2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"VICTORIA","Small SUV","BYD","BYD Atto 2","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,427
"WESTERN AUSTRALIA","Sports Car","Toyota","Toyota GR86 / 86","ICE",0,0,7,9,20,35,29,35,25,10,7,31,18,19,14,12,23
"QUEENSLAND","Small SUV","BMW","BMW X2","ICE",20,17,17,33,18,18,7,5,13,32,36,31,37,51,41,28,38
"AUSTRALIAN CAPITAL TERRITORY","Large Car","Audi","Audi A7","ICE",0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0
"WESTERN AUSTRALIA","Small SUV","Subaru","Subaru Crosstrek","Hybrid",0,0,0,0,0,18,11,19,37,32,19,11,39,19,18,30,40
"AUSTRALIAN CAPITAL TERRITORY","Large SUV","MG","MG IM6","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
"QUEENSLAND","Large Car","Mercedes-Benz","Mercedes-Benz CLS-Class","ICE",2,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTH AUSTRALIA","Large SUV","Ford","Ford Mustang Mach-E","BEV",0,0,0,0,0,0,0,2,9,10,7,12,6,8,2,8,8
"NEW SOUTH WALES","Large SUV","Ford","Ford Mustang Mach-E","BEV",0,0,0,0,0,0,0,4,36,42,35,29,14,28,13,29,28
"NEW SOUTH WALES","Van","LDV","LDV eDeliver 7","BEV",0,0,0,0,0,0,0,4,14,17,30,6,9,27,15,4,14
"SOUTH AUSTRALIA","Large Car","Mercedes-Benz","Mercedes-Benz EQE","BEV",0,0,0,0,6,12,4,3,2,2,2,1,1,8,1,0,0
"SOUTH AUSTRALIA","Medium SUV","KGM","KGM Korando","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2
"QUEENSLAND","Large Car","Audi","Audi A7","ICE",2,8,4,3,3,0,4,6,3,0,5,4,0,3,4,1,0
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","Renault","Renault Koleos","ICE",2,4,1,1,1,3,6,0,1,0,1,0,0,3,3,2,0
"AUSTRALIAN CAPITAL TERRITORY","Ute (4WD)","Ford","Ford Ranger","ICE",119,84,102,149,145,93,194,201,137,160,123,123,139,139,132,150,141
"SOUTH AUSTRALIA","Large SUV","Nissan","Nissan Patrol Wagon","ICE",55,72,80,50,55,139,66,123,150,96,129,117,117,120,92,79,84
"TASMANIA","Large SUV","GWM","GWM Tank 500","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"AUSTRALIAN CAPITAL TERRITORY","Small Car","Hyundai","Hyundai Ioniq","PHEV",2,12,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"WESTERN AUSTRALIA","Van","Mercedes-Benz","Mercedes-Benz Vito/eVito Van","BEV",0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
"QUEENSLAND","Large SUV","Hyundai","Hyundai Ioniq 9","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10
"AUSTRALIAN CAPITAL TERRITORY","Sports Car","Toyota","Toyota Supra","ICE",3,1,0,2,1,1,2,3,1,1,1,2,0,0,3,2,1
"VICTORIA","Medium SUV","Leapmotor","Leapmotor C10","BEV",0,0,0,0,0,0,0,0,0,0,0,25,43,10,33,26,35
"SOUTH AUSTRALIA","Large SUV","SsangYong","KGM Rexton","ICE",9,4,19,12,23,36,32,37,29,31,32,26,50,0,0,0,0
"NEW SOUTH WALES","Large Car","Porsche","Porsche Taycan","BEV",44,53,32,10,31,41,45,61,34,18,27,9,19,31,10,11,9
"SOUTH AUSTRALIA","Medium SUV","Deepal","Deepal S07","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,12
"WESTERN AUSTRALIA","Large Car","Maserati","Maserati Ghibli","Hybrid",0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
"NEW SOUTH WALES","Small SUV","Suzuki","Suzuki Vitara","ICE",60,259,474,292,87,63,143,139,200,240,210,179,262,196,119,79,42
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","Volvo","Volvo XC60","ICE",25,16,15,6,12,7,10,5,7,2,4,4,5,4,6,5,0
"VICTORIA","Medium SUV","Land Rover","Land Rover Discovery Sport","PHEV",0,0,0,0,0,0,0,0,0,0,1,3,4,5,5,1,4
"NORTHERN TERRITORY","Medium SUV","GWM","Haval H6","ICE",6,17,20,20,22,16,12,15,14,34,13,16,15,42,22,14,0
"QUEENSLAND","Sports Car","Chevrolet","Chevrolet Corvette E-Ray","Hybrid",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"SOUTH AUSTRALIA","Large SUV","Hyundai","Hyundai Palisade","ICE",52,62,42,48,42,54,39,55,44,51,29,38,19,32,19,3,1
"NEW SOUTH WALES","Sports Car","Porsche","Porsche Cayman","ICE",7,14,11,19,23,31,30,22,25,44,49,39,19,24,23,9,11
"SOUTH AUSTRALIA","Van","Ford","Ford Transit Custom","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"WESTERN AUSTRALIA","Small SUV","Subaru","Subaru XV","Hybrid",7,12,22,12,15,0,0,0,0,0,0,0,0,0,0,0,0
"VICTORIA","Small SUV","Kia","Kia Seltos","ICE",650,385,616,443,552,382,670,675,668,645,519,358,557,521,709,597,592
"QUEENSLAND","Small SUV","Toyota","Toyota Yaris Cross","Hybrid",372,303,292,532,262,132,187,460,349,270,336,353,474,662,582,564,526
"QUEENSLAND","Small SUV","Toyota","Toyota C-HR","ICE",263,279,285,210,145,213,178,18,1,0,0,0,0,0,0,0,0
"QUEENSLAND","Large SUV","Genesis","Genesis GV80 Wagon","ICE",9,6,11,5,7,18,13,9,6,8,10,1,6,3,5,11,4
"NORTHERN TERRITORY","Medium SUV","Toyota","Toyota RAV4","ICE",13,68,18,31,20,17,16,4,11,8,31,29,0,0,0,0,0
"SOUTH AUSTRALIA","Large SUV","Mitsubishi","Mitsubishi Pajero Sport","ICE",239,206,109,205,154,33,96,253,200,200,115,130,155,145,113,158,136
"TASMANIA","Medium SUV","Geely","Geely Starray EM-i","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14
"QUEENSLAND","Large SUV","Lexus","Lexus RX","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,24,40,32,59
"QUEENSLAND","Medium SUV","Chery","Chery Tiggo 7 Pro","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,85,217
"VICTORIA","Sports Car","Alpine","Alpine A110","ICE",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TASMANIA","Ute (4WD)","RAM","RAM 1500","ICE",27,36,42,31,23,38,18,14,24,18,11,11,10,16,11,6,11
"NEW SOUTH WALES","Large Car","Genesis","Genesis G80","BEV",0,2,8,2,4,1,0,3,1,0,1,0,1,3,2,0,1
"AUSTRALIAN CAPITAL TERRITORY","Medium Car","BYD","BYD Seal","BEV",0,0,0,0,0,0,0,12,45,127,38,48,12,57,66,31,26
"SOUTH AUSTRALIA","Medium SUV","CUPRA","CUPRA Terramar","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,8
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","Peugeot","Peugeot 308","PHEV",1,1,0,0,0,1,2,0,1,1,0,1,0,0,0,0,0
"QUEENSLAND","Medium SUV","Genesis","Genesis GV60","BEV",0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VICTORIA","Large SUV","BMW","BMW X7","ICE",78,83,93,41,77,95,67,104,75,127,87,125,76,119,98,123,75
"AUSTRALIAN CAPITAL TERRITORY","Sports Car","Aston Martin","Aston Martin Coupe/Conv","ICE",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SOUTH AUSTRALIA","Large SUV","MG","MG QS","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,19,18
"VICTORIA","Van","Farizon","Farizon Supervan","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"NEW SOUTH WALES","Ute (2WD)","Foton","Foton Tunland","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4
"NORTHERN TERRITORY","Medium SUV","KGM","KGM Actyon","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
"QUEENSLAND","Medium SUV","Volvo","Volvo XC60","ICE",161,112,94,49,74,91,73,56,34,34,26,20,63,51,59,69,0
"NEW SOUTH WALES","Large SUV","Jeep","Jeep Wrangler","ICE",68,81,155,93,62,85,67,81,48,53,32,38,38,26,42,27,37
"SOUTH AUSTRALIA","Medium SUV","Toyota","Toyota RAV4","Hybrid",673,541,527,427,380,495,588,435,592,1171,1432,967,1147,712,799,1271,286
"SOUTH AUSTRALIA","Medium SUV","Kia","Kia EV5","BEV",0,0,0,0,0,0,0,0,0,0,0,33,77,81,57,49,70
"QUEENSLAND","Sports Car","Porsche","Porsche Boxster","ICE",4,7,3,1,3,2,7,4,7,13,16,16,5,6,6,5,2
"AUSTRALIAN CAPITAL TERRITORY","Large SUV","Denza","Denza B8","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"TASMANIA","Medium SUV","Maserati","Maserati Grecale","ICE",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"NORTHERN TERRITORY","Small Car","Toyota","Toyota Corolla","ICE",4,47,26,15,13,10,13,12,22,19,4,1,2,1,0,0,0
"WESTERN AUSTRALIA","Medium SUV","Polestar","Polestar 4","BEV",0,0,0,0,0,0,0,0,0,0,0,3,7,27,11,17,21
"AUSTRALIAN CAPITAL TERRITORY","Small Car","Subaru","Subaru Impreza","ICE",12,12,19,15,22,27,1,6,14,7,4,6,7,11,9,4,3
"VICTORIA","Large Car","Kia","Kia Stinger","ICE",111,311,56,78,189,179,49,9,0,0,0,0,0,0,0,0,0
"SOUTH AUSTRALIA","Medium SUV","Audi","Audi Q5","PHEV",0,0,0,0,0,0,2,5,10,14,2,0,3,2,1,0,0
"TASMANIA","Medium SUV","Lexus","Lexus NX","PHEV",1,2,1,1,0,0,0,0,0,0,0,0,1,4,2,4,2
"QUEENSLAND","Medium SUV","Omoda Jaecoo","Omoda Jaecoo J7","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,78,88
"AUSTRALIAN CAPITAL TERRITORY","Large SUV","Porsche","Porsche Cayenne Coupe","PHEV",0,1,0,1,1,1,0,0,1,1,2,0,0,0,0,0,0
"TASMANIA","Ute (4WD)","Jeep","Jeep Gladiator","ICE",8,10,8,5,2,3,1,4,4,0,2,1,0,0,0,0,1
"AUSTRALIAN CAPITAL TERRITORY","Medium Car","Audi","Audi A4","ICE",1,6,3,2,3,6,3,2,2,2,1,3,2,1,0,0,0
"WESTERN AUSTRALIA","Small SUV","Ford","Ford Puma","ICE",19,50,62,71,50,57,50,31,55,12,0,0,0,0,0,0,0
"SOUTH AUSTRALIA","Medium SUV","Lexus","Lexus NX","Hybrid",16,18,7,13,7,13,65,35,29,39,53,32,35,45,26,28,37
"TASMANIA","Medium SUV","KGM","KGM Actyon","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,3
"QUEENSLAND","Ute (4WD)","Ford","Ford F150","ICE",0,0,0,0,0,0,0,8,137,75,146,237,109,17,0,45,122
"SOUTH AUSTRALIA","Van","Renault","Renault Kangoo","BEV",0,1,1,1,1,0,0,0,0,4,1,0,0,1,0,0,1
"WESTERN AUSTRALIA","Large Car","Skoda","Skoda Superb","ICE",17,20,11,24,19,27,19,23,16,14,14,10,11,12,16,10,3
"SOUTH AUSTRALIA","Large Car","Chrysler","Chrysler 300","ICE",4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WESTERN AUSTRALIA","Small SUV","CUPRA","CUPRA Ateca","ICE",0,0,4,10,1,1,6,4,5,7,5,5,2,4,4,1,2
"TASMANIA","Large SUV","Volvo Car","Volvo EX90","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"VICTORIA","Medium Car","Lexus","Lexus IS","ICE",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TASMANIA","Large SUV","BMW","BMW X6","ICE",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
"VICTORIA","Medium SUV","Land Rover","Land Rover Discovery Sport","ICE",34,62,23,20,12,29,0,3,21,30,17,34,41,13,25,31,36
"TASMANIA","Medium SUV","Mercedes-Benz","Mercedes-Benz EQB","BEV",0,0,0,1,1,0,1,2,1,0,0,0,0,0,1,2,0
"WESTERN AUSTRALIA","Small SUV","Toyota","Toyota C-HR","Hybrid",65,109,27,106,54,80,110,6,51,88,61,86,47,85,121,22,30
"SOUTH AUSTRALIA","Medium Car","Mercedes-Benz Cars","Mercedes-Benz C-Class","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"NEW SOUTH WALES","Large SUV","Subaru","Subaru Outback","ICE",591,1045,647,767,1110,1091,1324,1026,885,1049,727,704,839,838,602,635,428
"QUEENSLAND","Small Car","Toyota","Toyota Corolla","ICE",328,557,513,274,181,179,197,165,364,352,132,81,38,17,17,15,18
"SOUTH AUSTRALIA","Small Car","Honda","Honda Civic","ICE",14,13,7,5,11,14,12,28,11,7,9,3,5,0,2,2,0
"SOUTH AUSTRALIA","Large SUV","Lexus","Lexus RX","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,4
"NORTHERN TERRITORY","Medium SUV","Ford","Ford Escape","ICE",1,3,7,4,3,23,9,11,5,0,0,0,0,0,0,0,0
"VICTORIA","Large SUV","Jeep","Jeep Wrangler","ICE",77,76,126,110,88,123,90,70,78,55,39,50,33,23,35,28,27
"NEW SOUTH WALES","Small Car","Mitsubishi","Mitsubishi Mirage","ICE",193,35,84,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"VICTORIA","Van","Peugeot","Peugeot E-Expert","BEV",0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0
"NEW SOUTH WALES","Van","Volkswagen","Volkswagen Transporter","ICE",131,165,197,157,109,101,105,135,96,119,92,126,46,37,10,66,43
"VICTORIA","Small SUV","Suzuki","Suzuki Vitara","ICE",61,123,276,141,129,57,104,146,118,142,153,134,166,157,70,36,25
"VICTORIA","Small SUV","Hyundai","Hyundai Kona","Hybrid",0,0,0,0,0,0,0,183,203,385,294,483,662,667,696,764,899
"NEW SOUTH WALES","Small SUV","Renault","Renault Duster","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,26,40
"WESTERN AUSTRALIA","Small Car","Toyota","Toyota Yaris","Hybrid",17,18,24,32,17,13,14,14,12,41,42,26,59,68,58,40,41
"TASMANIA","Small Car","Toyota","Toyota Corolla","ICE",26,31,31,68,21,18,30,20,22,23,32,25,1,1,2,1,2
"NEW SOUTH WALES","Medium Car","Volvo","Volvo V60 Cross Country","ICE",31,19,18,5,12,30,22,15,19,15,25,11,21,18,5,0,0
"TASMANIA","Small SUV","Kia","Kia Niro","BEV",2,1,2,7,7,3,12,2,2,11,4,1,0,0,1,0,0
"VICTORIA","People Mover","Mercedes-Benz Vans","Mercedes-Benz V-Class","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"NORTHERN TERRITORY","Small SUV","Honda","Honda HR-V","ICE",6,3,6,4,1,1,0,2,2,5,0,0,5,6,4,1,3
"SOUTH AUSTRALIA","Medium SUV","MG","MG HS","ICE",74,83,123,96,65,72,17,61,54,32,58,73,72,61,55,34,28
"SOUTH AUSTRALIA","Small SUV","BMW","BMW IX1","BEV",0,0,0,0,0,10,6,14,32,35,38,38,24,26,14,34,26
"SOUTH AUSTRALIA","Van","Renault","Renault Kangoo","ICE",19,9,0,0,0,0,0,0,0,0,4,4,3,0,1,3,3
"QUEENSLAND","Large Car","Genesis","Genesis G80","ICE",4,7,1,1,0,1,0,0,1,3,2,1,0,1,0,1,0
"NEW SOUTH WALES","Small SUV","Chery","Chery C5/E5 & Omoda 5","ICE",0,0,0,0,0,307,552,320,341,365,362,368,314,287,270,328,239
"QUEENSLAND","Small Car","Skoda","Skoda Scala","ICE",14,16,23,12,24,30,22,17,16,6,4,6,7,5,1,6,2
"SOUTH AUSTRALIA","Medium Car","Audi","Audi A4","ICE",3,6,2,10,7,6,8,7,3,4,4,3,1,0,0,0,0
"NEW SOUTH WALES","Medium SUV","Audi","Audi Q4","BEV",0,0,0,0,0,0,0,0,0,1,0,160,0,0,0,0,0
"TASMANIA","Large SUV","Volvo","Volvo EX90","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"QUEENSLAND","Small SUV","Alfa Romeo","Alfa Romeo Tonale","ICE",0,0,0,0,0,6,11,6,3,8,4,2,1,7,2,0,0
"QUEENSLAND","Medium SUV","Deepal","Deepal S07","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,13,27
"VICTORIA","Medium SUV","BMW","BMW X3","PHEV",25,12,11,20,8,12,4,5,3,7,11,0,27,134,119,191,254
"VICTORIA","Medium SUV","Lexus","Lexus NX","Hybrid",133,71,52,101,40,166,348,272,228,301,367,308,252,314,210,240,235
"AUSTRALIAN CAPITAL TERRITORY","Ute (2WD)","GWM","GWM Ute","ICE",0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"WESTERN AUSTRALIA","Small SUV","Renault","Renault Duster","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,16
"VICTORIA","Small Car","Kia","Kia K4","ICE",0,0,0,0,0,0,0,0,0,0,0,0,304,554,576,437,901
"TASMANIA","Large SUV","Porsche","Porsche Cayenne","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"NORTHERN TERRITORY","Large SUV","Toyota","Toyota Landcruiser Wagon","ICE",31,45,44,54,50,62,86,60,98,70,105,56,41,82,108,67,53
"WESTERN AUSTRALIA","Small Car","CUPRA","CUPRA Born","BEV",0,0,0,0,1,19,40,34,14,19,13,18,25,15,0,0,0
"TASMANIA","Van","Peugeot","Peugeot Expert","ICE",0,2,5,0,1,2,2,1,0,0,2,2,0,0,0,0,0
"TASMANIA","Small SUV","Renault","Renault Arkana","ICE",7,8,10,12,9,7,28,16,0,7,1,10,4,2,0,4,0
"QUEENSLAND","Large SUV","LDV","LDV D90","ICE",263,262,117,191,185,303,244,201,195,161,121,134,178,262,239,224,202
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","Nissan","Nissan X-Trail","Hybrid",0,0,0,2,2,6,23,33,28,36,21,12,22,17,23,16,33
"VICTORIA","Small SUV","Kia","Kia Niro","Hybrid",42,51,65,91,80,57,22,36,30,36,21,19,19,4,1,1,1
"SOUTH AUSTRALIA","Ute (2WD)","Foton","Foton Tunland","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"QUEENSLAND","Medium SUV","GWM","Haval H6","Hybrid",0,2,82,312,284,272,234,264,252,294,229,262,249,239,251,231,0
"VICTORIA","Ute (4WD)","GWM","GWM Cannon/Cannon Alpha","Hybrid",0,0,0,0,0,0,0,0,0,11,40,28,32,41,3,0,0
"VICTORIA","Large SUV","BMW","BMW XM","PHEV",0,0,0,0,0,16,11,34,9,15,12,23,12,15,6,4,2
"AUSTRALIAN CAPITAL TERRITORY","Small Car","Kia","Kia Cerato","ICE",83,63,46,19,21,49,13,26,34,57,47,26,17,26,4,0,0
"NEW SOUTH WALES","Large Car","BMW","BMW 5 Series","PHEV",0,1,0,0,0,2,0,0,0,0,0,16,6,16,26,21,16
"AUSTRALIAN CAPITAL TERRITORY","Small SUV","Mitsubishi","Mitsubishi ASX","ICE",31,50,39,43,26,22,16,30,23,26,26,22,29,21,10,9,7
"VICTORIA","Small SUV","Lexus","Lexus UX","Hybrid",31,30,33,30,25,135,106,89,39,47,39,64,64,74,90,87,15
"SOUTH AUSTRALIA","Medium SUV","Kia","Kia Sportage","ICE",253,299,243,304,206,300,193,364,379,279,316,296,249,194,198,138,90
"SOUTH AUSTRALIA","Ute (4WD)","BYD","BYD Shark 6","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,315,314,214,183,150
"NORTHERN TERRITORY","Large SUV","Volkswagen","Volkswagen Touareg","ICE",0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
"TASMANIA","Large SUV","BMW","BMW X7","ICE",0,2,3,1,1,1,0,0,2,1,2,1,1,1,0,1,1
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","Honda","Honda ZR-V","Hybrid",0,0,0,0,0,0,2,23,17,9,7,5,12,10,18,11,13
"NEW SOUTH WALES","Small SUV","Kia","Kia Niro","BEV",33,26,27,60,43,130,67,85,77,40,24,12,11,4,1,8,2
"WESTERN AUSTRALIA","Small SUV","Renault","Renault Megane E-Tech","BEV",0,0,0,0,0,0,0,0,6,7,5,2,9,9,2,3,1
"VICTORIA","Medium SUV","Deepal","Deepal S07","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,35,60
"TASMANIA","Ute (4WD)","Isuzu Ute","Isuzu Ute D-Max","ICE",75,137,132,116,87,69,151,189,158,132,115,105,93,104,109,102,94
"AUSTRALIAN CAPITAL TERRITORY","Large SUV","Toyota","Toyota Kluger","ICE",12,13,13,9,12,13,9,5,4,7,2,0,0,0,0,0,0
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","Alfa Romeo","Alfa Romeo Stelvio","ICE",6,3,2,2,3,2,0,2,2,0,1,0,1,1,0,0,0
"WESTERN AUSTRALIA","Medium SUV","BYD","BYD Sealion 6","PHEV",0,0,0,0,0,0,0,0,0,22,281,416,275,245,245,248,204
"NEW SOUTH WALES","People Mover","Mercedes-Benz Vans","Mercedes-Benz Vito/eVito Tour","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"NEW SOUTH WALES","Van","Toyota","Toyota Hiace Van","ICE",1048,936,614,917,509,948,693,788,1167,1170,1256,1208,1012,1060,799,1159,1220
"NEW SOUTH WALES","Large SUV","Porsche","Porsche Cayenne Coupe","PHEV",4,6,3,7,7,3,2,0,34,29,11,23,0,0,0,0,10
"QUEENSLAND","Medium SUV","CUPRA","CUPRA Tavascan","BEV",0,0,0,0,0,0,0,0,0,0,0,0,1,22,23,10,12
"TASMANIA","Sports Car","MG","MG Cyberster","BEV",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"NORTHERN TERRITORY","Medium SUV","Lexus","Lexus NX","PHEV",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"SOUTH AUSTRALIA","Medium SUV","Tesla","Tesla Model Y","BEV",0,0,151,106,109,387,321,223,228,288,199,103,142,273,298,224,230
"QUEENSLAND","Large SUV","Mazda","Mazda CX-90","ICE",0,0,0,0,0,0,51,51,31,47,44,27,31,30,27,25,22
"SOUTH AUSTRALIA","People Mover","Hyundai","Hyundai Staria","ICE",31,16,62,28,11,22,17,15,11,21,13,25,15,21,21,23,24
"WESTERN AUSTRALIA","Ute (4WD)","KGM","KGM Musso/MusXLV","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"NEW SOUTH WALES","Medium SUV","Lexus","Lexus RZ","BEV",0,0,0,0,0,28,35,45,0,0,0,0,0,0,0,0,0
"AUSTRALIAN CAPITAL TERRITORY","Medium Car","BMW","BMW i4","BEV",3,5,2,0,0,2,2,5,12,18,15,9,7,9,4,3,4
"SOUTH AUSTRALIA","Medium Car","Jaguar","Jaguar XE","ICE",1,3,2,0,2,3,0,0,1,2,2,0,0,0,0,0,0
"WESTERN AUSTRALIA","Small SUV","Toyota","Toyota Corolla Cross","Hybrid",0,0,0,202,147,159,103,131,171,232,141,107,304,241,182,336,285
"AUSTRALIAN CAPITAL TERRITORY","Sports Car","Mazda","Mazda MX5","ICE",2,2,4,5,5,5,9,5,4,4,6,4,4,2,7,0,2
"QUEENSLAND","Small Car","Citroen","Citroen C3","ICE",1,6,3,0,2,4,3,1,0,1,0,1,1,0,0,0,0
"NEW SOUTH WALES","Medium Car","Kia","Kia EV4","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"AUSTRALIAN CAPITAL TERRITORY","Large SUV","BMW","BMW X5","PHEV",1,0,0,2,0,1,2,1,0,2,2,2,2,6,4,5,0
"SOUTH AUSTRALIA","Medium SUV","SsangYong","KGM Torres","ICE",0,0,0,0,0,0,0,0,0,0,5,12,8,0,0,0,0
"VICTORIA","Large Car","Mercedes-Benz Cars","Mercedes-Benz E-Class","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"VICTORIA","Large SUV","BMW","BMW iX","BEV",25,14,58,60,76,99,46,79,62,56,76,110,48,71,95,17,23
"NEW SOUTH WALES","Small Car","Skoda","Skoda Fabia","ICE",32,1,41,38,33,41,26,32,30,26,29,12,21,23,13,14,11
"NORTHERN TERRITORY","Medium SUV","Honda","Honda CR-V","ICE",14,20,17,20,21,11,6,10,8,7,7,1,2,2,4,2,5
