OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source
,Hamilton's Queanbeyan Motel,"53 Tharwa Rd
Queanbeyan West NSW 2620
Australia",Exploren,4,AC,AC,-35.3573389,149.2225196,Queanbeyan-Palerang Regional Council,2620,Destination Charging R1
,Arcadia Wilderness Retreat,"530 Moonabung Rd
Vacy NSW 2421
Australia",Chargefox,1,AC,AC,-32.545318,151.50875,Dungog Shire Council,2421,Destination Charging R2
,Ingenia Holiday Parks - Byron Bay.,"5-37 Broken Head Rd
Byron Bay NSW 2481
Australia",Exploren,4,AC,AC,-28.6732766,153.6125859,Byron Shire Council,2481,Destination Charging R2
,,"54 Brown St
Bronte NSW 2024
Australia",EVX,2,AC,22 kW,-33.8992809,151.2589756,Waverley Council,2024,Kerbside Charging R1
,,"55 Grafton St
Bondi Junction NSW 2022
Australia",Chargefox,2,AC,22 kW,-33.890588,151.2457069,Waverley Council,2022,Kerbside Charging R1
,,"55 Grove St
Birchgrove NSW 2041
Australia",PLUS ES,1,AC,22 kW,-33.8513438,151.1821944,Inner West Council,2041,Kerbside Charging R1
,,"551 Darling St
Rozelle NSW 2039
Australia",EVX,2,AC,22 kW,-33.8591569,151.1716429,Inner West Council,2039,Kerbside Charging R1
,Ingenia Holiday Park - Middle Rock,"554 Gan Gan Rd
One Mile NSW 2316
Australia",Exploren,1,AC,AC,-32.7667396,152.1153803,Port Stephens Council,2316,Destination Charging R1
,Golden Age,"56 Macquoid St
Queanbeyan East NSW 2620
Australia",EVSE,2,AC,AC,-35.35045,149.2417217,Queanbeyan-Palerang Regional Council,2620,Destination Charging R2
,,"57 Mallett St
Camperdown NSW 2050
Australia",PLUS ES,1,AC,22 kW,-33.8906952,151.1778286,Inner West Council,2050,Kerbside Charging R1
,Tallawudjah Dog ,"57-59 Coramba St
Glenreagh NSW 2450
Australia",Exploren,1,AC,AC,-30.0510567,152.979123,Clarence Valley Council,2450,Destination Charging R1
,,"58 Wharf Rd
Newcastle East NSW 2300
Australia",Chargefox,8,AC,7 kW,-32.9241397,151.7894274,Newcastle City Council,2300,Kerbside Charging R1
,,"59 Church St
Randwick NSW 2031
Australia",PLUS ES,1,AC,7 kW,-33.9119025,151.2383856,Randwick City Council,2031,Kerbside Charging R1
,THE CARRINGTON INN ,"59 Ellendon St
Bungendore NSW 2621
Australia",Exploren,8,AC,AC,-35.2576671,149.4393896,Queanbeyan-Palerang Regional Council,2621,Destination Charging R1
,,"59 Holmwood St
Newtown NSW 2042
Australia",PLUS ES,1,AC,22 kW,-33.9043602,151.1777948,Inner West Council,2042,Kerbside Charging R1
,,"59 Lennox St, Richmond, 2753",Counties Energy,2,AC,22 kW,-33.60129234,150.7534484,Hawkesbury City Council,2753,Existing Destination Chargers
,,"59 Metropolitan Rd
Enmore NSW 2042
Australia",PLUS ES,1,AC,22 kW,-33.9011767,151.1723823,Inner West Council,2042,Kerbside Charging R1
,,"59 Windsor St
Paddington NSW 2021
Australia",PLUS ES,1,AC,7 kW,-33.8851011,151.2333722,Woollahra Municipal Council,2021,Kerbside Charging R1
,,"592 Anzac Pde
Kingsford NSW 2032
Australia",Evie Networks,4,DC,75 kW,-33.9260318,151.2312658,Randwick City Council,2032,Kerbside Charging R1
,,"6 Burt St
Rozelle NSW 2039
Australia",PLUS ES,1,AC,22 kW,-33.8683879,151.17213,Inner West Council,2039,Kerbside Charging R1
,NRMA Parks and Resorts,"6 Kosciuszko Rd
Jindabyne NSW 2627
Australia",Chargefox,8,AC,AC,-36.4136981,148.6200042,Snowy Monaro Regional Council,2627,Destination Charging R1
,Broulee,"6 Lyttle St
Broulee NSW 2537
Australia",Exploren,4,AC,AC,-35.856913,150.1737786,Eurobodalla Shire Council,2537,Destination Charging R2
,Buronga Midway Centre,"6 Midway Dr
Buronga NSW 2739
Australia",Chargefox,2,AC,AC,-34.1746262,142.1997768,Wentworth Shire Council,2739,Destination Charging R2
,Cooma Motor Lodge,"6 Sharp St
Cooma NSW 2630
Australia",Charge Hub,4,AC,AC,-36.2295752,149.1352524,Snowy Monaro Regional Council,2630,Destination Charging R2
,,"60-62 Amherst St
Cammeray NSW 2062
Australia",Evie Networks,4,DC,50 kW,-33.8227718,151.2109254,North Sydney Council,2062,Kerbside Charging R1
,,"61 Broome St
Maroubra NSW 2035
Australia",PLUS ES,1,AC,22 kW,-33.9532638,151.2503323,Randwick City Council,2035,Kerbside Charging R1
,The Builders Club,"61 Church St
Wollongong NSW 2500
Australia",Non-networked,3,AC,AC,-34.4206636,150.8968306,Wollongong City Council,2500,Destination Charging R2
,,"61 Constitution Rd
Dulwich Hill NSW 2203
Australia",EVE Australia,2,AC,22 kW,-33.9015095,151.1367499,Inner West Council,2203,Kerbside Charging R1
,The Beach Rooms,"6-10 Fraser St
Nambucca Heads NSW 2448
Australia",Chargefox,4,AC,AC,-30.6444023,153.003824,Nambucca Valley Council,2448,Destination Charging R2
,Wentworth Civic Centre Carpark,"61-79 Darling St
Wentworth NSW 2648
Australia",Chargefox,2,AC,AC,-34.1060549,141.9197893,Wentworth Shire Council,2648,Destination Charging R2
,,618 Dean St Albury NSW 2640 Australia,Tesla,16,DC,175 kW,-36.0796606,146.9138899,Albury City Council,2640,Fast Charging R1
,Alexander Motor inn,"62 Alice St
Moree NSW 2400
Australia",360 EV Charge,4,AC,AC,-29.4717271,149.8426258,Moree Plains Shire Council,2400,Destination Charging R2
,Dunghutti-Ngaku Aboriginal Art Gallery,"62-118 Lachlan St
South Kempsey NSW 2440
Australia",Exploren,2,AC,AC,-31.096702,152.8350719,Kempsey Shire Council,2440,Destination Charging R2
,,"626 Mowbray Rd
Lane Cove North NSW 2066
Australia",PLUS ES,1,AC,22 kW,-33.8048995,151.1561335,Lane Cove Municipal Council,2066,Kerbside Charging R1
,Poet's Cottage,"63 Valley Rd
Wentworth Falls NSW 2782
Australia",Charge Hub,1,AC,AC,-33.7148217,150.3638247,Blue Mountains City Council,2782,Destination Charging R2
,,"63 Wild St
Maroubra NSW 2035
Australia",Chargefox,2,AC,22 kW,-33.944523,151.2320525,Randwick City Council,2035,Kerbside Charging R1
,,"64 Coogee Bay Rd
Randwick NSW 2031
Australia",PLUS ES,1,AC,22 kW,-33.9191344,151.247214,Randwick City Council,2031,Kerbside Charging R1
,The Convent Hunter Valley Hotel,"64 Halls Rd
Pokolbin NSW 2320
Australia",Non-networked,2,AC,AC,-32.7804911,151.315169,Cessnock City Council,2320,Destination Charging R2
,,"64 Kensington Rd
Summer Hill NSW 2130
Australia",PLUS ES,1,AC,7 kW,-33.8882449,151.1391625,Inner West Council,2130,Kerbside Charging R1
,,"64-106 Mallett St, Camperdown, NSW, 2050, Australia",PLUS ES,1,AC,22 kW,-33.8886501,151.1778381,"Sydney, Council of the City of",2050,Kerbside Charging R1
,,"642 Mowbray Rd
Lane Cove North NSW 2066
Australia",PLUS ES,1,AC,7 kW,-33.804692,151.1551155,Lane Cove Municipal Council,2066,Kerbside Charging R1
,,"65 Booth St
Annandale NSW 2038
Australia",EVX,2,AC,22 kW,-33.8818903,151.1727116,Inner West Council,2038,Kerbside Charging R1
,,"65 Elizabeth St
Paddington NSW 2021
Australia",PLUS ES,1,AC,22 kW,-33.8847177,151.2334795,Woollahra Municipal Council,2021,Kerbside Charging R1
,,"65 Hume St
Crows Nest NSW 2065
Australia",Evie Networks,4,DC,75 kW,-33.8243185,151.2002301,North Sydney Council,2065,Kerbside Charging R1
,,"66 Dover Rd
Rose Bay NSW 2029
Australia",EVX,2,AC,22 kW,-33.8732703,151.2743173,Waverley Council,2029,Kerbside Charging R1
,The Commercial Hotel Wallerawang,"66 Main St
Wallerawang NSW 2845
Australia",Exploren,4,AC,AC,-33.4073176,150.0674988,"Lithgow Council, City of",2845,Destination Charging R2
,,"66 Mill Hill Rd
Bondi Junction NSW 2022
Australia",PLUS ES,1,AC,22 kW,-33.8927166,151.244189,Waverley Council,2022,Kerbside Charging R1
,,"67 Boomerang St
Haberfield NSW 2045
Australia",PLUS ES,1,AC,22 kW,-33.870799,151.1454843,Inner West Council,2045,Kerbside Charging R1
,,"67 John St
Leichhardt NSW 2040
Australia",EVE Australia,4,AC,22 kW,-33.8804965,151.1661681,Inner West Council,2040,Kerbside Charging R1
,,"67 Lilyfield Rd
Rozelle NSW 2039
Australia",EVE Australia,2,AC,22 kW,-33.8689498,151.1716716,Inner West Council,2039,Kerbside Charging R1
,Bulahdelah Motor Lodge,"67-71 Bulahdelah Way
Bulahdelah NSW 2423
Australia",Non-networked,2,AC,AC,-32.4092056,152.2106639,Mid-Coast Council,2423,Destination Charging R2
,Woomargama Village Hotel Motel,"679 Woomargama Way
Woomargama NSW 2644
Australia",EVUp,4,AC,AC,-35.8332433,147.2484602,Greater Hume Shire Council,2644,Destination Charging R2
,Deniliquin Country Club Motor Inn,"68 Crispe St
Deniliquin NSW 2710
Australia",EVUp,3,AC,AC,-35.5372847,144.9664112,Edward River Council,2710,Destination Charging R1
,,"68 Lead St, Yass NSW 2582, Australia",Tesla,12,DC,175 kW,-34.8436036,148.9142289,Yass Valley Council,2582,Fast Charging R1
,Maranda Country Estate,"68 Wollombi St
Broke NSW 2330
Australia",Exploren,2,AC,AC,-32.7381559,151.099194,Singleton Council,2330,Destination Charging R2
,,"69 Bay St
Double Bay NSW 2028
Australia",Chargefox,2,AC,22 kW,-33.8746078,151.2425765,Woollahra Municipal Council,2028,Kerbside Charging R1
,Glenworth Valley Outdoor Adventures,"69 Cooks Rd
Glenworth Valley NSW 2250
Australia",Everty,4,AC,AC,-33.4031523,151.192874,Central Coast Council,2250,Destination Charging R1
,,"69 St Marks Rd
Randwick NSW 2031
Australia",PLUS ES,1,AC,22 kW,-33.9131216,151.2466295,Randwick City Council,2031,Kerbside Charging R1
,Cael's Gate Wines,"697 Wollombi Rd
Broke NSW 2330
Australia",Exploren,2,AC,AC,-32.7954858,151.0769092,Singleton Council,2330,Destination Charging R2
,Park Proxi Gibraltar Bowral,"7 Boronia St
Bowral NSW 2576
Australia",Exploren,4,AC,AC,-34.4662955,150.4136177,Wingecarribee Shire Council,2576,Destination Charging R2
,,"7 Collingwood St
Bronte NSW 2024
Australia",Chargefox,2,AC,22 kW,-33.9071736,151.2655304,Waverley Council,2024,Kerbside Charging R1
,,"7 Holmwood St
Newtown NSW 2042
Australia",PLUS ES,1,AC,22 kW,-33.9038755,151.1793331,Inner West Council,2042,Kerbside Charging R1
,,"7 Jersey Rd
Woollahra NSW 2025
Australia",PLUS ES,1,AC,22 kW,-33.888478,151.2326973,Woollahra Municipal Council,2025,Kerbside Charging R1
,Wanderers Retreat,"7 Koala Pl
One Mile NSW 2316
Australia",Everty,4,AC,AC,-32.7765516,152.1098183,Port Stephens Council,2316,Destination Charging R2
,Gosford Palms Motor Inn,"7 Moore St
West Gosford NSW 2250
Australia",EVNet,2,AC,AC,-33.4264633,151.3325267,Central Coast Council,2250,Destination Charging R2
,,"7 Northwood Rd, Longueville NSW 2066, Australia",BP,4,DC,175 kW,-33.8245399,151.172579,Lane Cove Municipal Council,2066,Fast Charging R1
,,"7 Poynton Pl
Thornton NSW 2322
Australia",Chargefox,2,AC,AC,-32.7958699,151.6383771,Maitland City Council,2322,Destination Charging R1
,ZIG ZAG MOTEL,"70 Chifley Rd
Vale of Clwydd NSW 2790
Australia",Everty,2,AC,AC,-33.4771293,150.1725465,"Lithgow Council, City of",2790,Destination Charging R2
,,"70 Lower Gibbes St
Chatswood NSW 2067
Australia",EVX,2,AC,22 kW,-33.7856331,151.1976319,Willoughby City Council,2067,Kerbside Charging R1
,Byron Shire Council Administration Building Public Carpark,"70 Station St
Mullumbimby NSW 2482
Australia",Chargefox,2,AC,AC,-28.5544073,153.5025086,Byron Shire Council,2482,Destination Charging R2
,Gartelmann Wines,"701 Lovedale Rd
Lovedale NSW 2325
Australia",EVNet,2,AC,AC,-32.7450596,151.3879283,Cessnock City Council,2325,Destination Charging R2
,,"7-11 Old Hume Hwy
Mittagong NSW 2575
Australia",Smart Charge,2,AC,AC,-34.4480824,150.4561517,Wingecarribee Shire Council,2575,Destination Charging R1
,Deniliquin RSL Club Ltd,"72 End St
Deniliquin NSW 2710
Australia",Smart Charge,8,AC,AC,-35.5355744,144.9673445,Edward River Council,2710,Destination Charging R1
,Hall St Carpark - Warialda,"72 Hope St
Warialda NSW 2402
Australia",Exploren,1,AC,AC,-29.5408204,150.5760029,Gwydir Shire Council,2402,Destination Charging R2
,,72 Lachlan St Hay NSW 2711 Australia,Tesla,6,DC,175 kW,-34.5115082,144.8422816,Hay Shire Council,2711,Fast Charging R1
,,"72 Watt St
Newcastle NSW 2300
Australia",Chargefox,2,AC,22 kW,-32.9314045,151.7820601,Newcastle City Council,2300,Kerbside Charging R1
,,"726 Bourke St
Redfern NSW 2016
Australia",EVX,2,AC,22 kW,-33.8940195,151.2141751,"Sydney, Council of the City of",2016,Kerbside Charging R1
,Mid-Western Regional Council,"73 Louee St
Rylstone NSW 2849
Australia",Smart Charge,2,AC,AC,-32.7976467,149.970402,Mid-Western Regional Council,2849,Destination Charging R1
,Bermagui Fishermen's Co-Operative ,"73-79 Lamont St
Bermagui NSW 2546
Australia",Chargefox,2,AC,AC,-36.4266414,150.0714385,Bega Valley Shire Council,2546,Destination Charging R1
,,"75 Corunna Rd
Stanmore NSW 2048
Australia",PLUS ES,1,AC,22 kW,-33.8889825,151.1684613,Inner West Council,2048,Kerbside Charging R1
,,"75 Park Rd
Naremburn NSW 2065
Australia",EVX,2,AC,22 kW,-33.8155469,151.194236,Willoughby City Council,2065,Kerbside Charging R1
,Tumut Riverina Highlands Building Public Car Park,"76 Capper St
Tumut NSW 2720
Australia",Chargefox,4,AC,AC,-35.3012354,148.2201425,Snowy Valleys Council,2720,Destination Charging R2
,Coolamon Shire Council,"76 Ford St
Ganmain NSW 2702
Australia",Exploren,2,AC,AC,-34.7933852,147.0388513,Coolamon Shire Council,2702,Destination Charging R1
,Palms Oasis Motel Coopernook,"76 George Gibson Dr
Coopernook NSW 2426
Australia",Everty,2,AC,AC,-31.8234893,152.6161719,Mid-Coast Council,2426,Destination Charging R2
,,"76 Glossop St, North St Marys NSW 2760, Australia",BP,4,DC,175 kW,-33.7601979,150.7816339,Penrith City Council,2760,Fast Charging R1
,Latitude 32 Cellar Door,"771 Hermitage Rd
Pokolbin NSW 2320
Australia",Non-networked,2,AC,AC,-32.7165581,151.2572876,Singleton Council,2320,Destination Charging R2
,Highlands Motor Inn,"77-79 Dart St
Oberon NSW 2787
Australia",CasaCharge,2,AC,AC,-33.7021774,149.8557833,Oberon Council,2787,Destination Charging R2
,Jervis Bay Holiday Park,"785 Woollamia Rd
Woollamia NSW 2540
Australia",Exploren,2,AC,AC,-35.0226143,150.6608772,Shoalhaven City Council,2540,Destination Charging R2
,Esca Bimbadgen,"790 McDonalds Rd
Pokolbin NSW 2320
Australia",Chargefox,2,AC,AC,-32.7442062,151.3156084,Cessnock City Council,2320,Destination Charging R2
,,"8 Belmore St
Enmore NSW 2042
Australia",PLUS ES,1,AC,22 kW,-33.8982772,151.1730843,Inner West Council,2042,Kerbside Charging R1
,,"8 Eastbourne Ave
Clovelly NSW 2031
Australia",Chargefox,2,AC,22 kW,-33.9128921,151.2670905,Randwick City Council,2031,Kerbside Charging R1
,,"8 Federation Rd
Camperdown NSW 2050
Australia",EVE Australia,2,DC,60 kW,-33.8934749,151.178294,Inner West Council,2050,Kerbside Charging R1
,,"8 Harris St
Wallsend NSW 2287
Australia",Chargefox,2,AC,7 kW,-32.9000135,151.6697411,Newcastle City Council,2287,Kerbside Charging R1
,,"8 Holtermann St
Crows Nest NSW 2065
Australia",ChargePost,26,AC,22 kW,-33.824556,151.2017523,North Sydney Council,2065,Kerbside Charging R1
,Acacia Snowy Motel,"8 Nettin Cct
Jindabyne NSW 2627
Australia",Exploren,4,AC,AC,-36.41917,148.6086205,Snowy Monaro Regional Council,2627,Destination Charging R2
,,"8 Stanley St, Bathurst, NSW, 2795, Australia",NRMA,4,DC,175 kW,-33.413357,149.5853256,Bathurst Regional Council,2795,Fast Charging R1
,,"80 Victoria Rd
Marrickville NSW 2204
Australia",EVE Australia,2,AC,22 kW,-33.9063008,151.1689967,Inner West Council,2204,Kerbside Charging R1
,Camellia Motel,"80 Whitton St
Narrandera NSW 2700
Australia",Charge OS,4,AC,AC,-34.741197,146.5549449,Narrandera Shire Council,2700,Destination Charging R2
,,"801-899R Bunnerong Rd
Chifley NSW 2036
Australia",Chargefox,2,DC,50 kW,-33.9729613,151.2365649,Waverley Council,2036,Kerbside Charging R1
,Vacy Rest Stop,"804 Gresford Rd
Vacy NSW 2421
Australia",Exploren,1,AC,AC,-32.5400577,151.5776541,Dungog Shire Council,2421,Destination Charging R2
,,"81 De Vitre St
Lambton NSW 2299
Australia",Chargefox,2,AC,7 kW,-32.9110097,151.7082908,Newcastle City Council,2299,Kerbside Charging R1
,Cootamundra Library Car Park,"81 Wallendoon St
Cootamundra NSW 2590
Australia",Exploren,4,AC,AC,-34.6395032,148.0257059,Cootamundra-gundagai Regional Council,2590,Destination Charging R2
,,"8-12 Bega St
Tathra NSW 2550
Australia",Chargefox,2,AC,AC,-36.7278267,149.9885057,Bega Valley Shire Council,2550,Destination Charging R1
,Singleton Diggers - Alroy Park Club,"8-14 Dorsman Dr
Singleton Heights NSW 2330
Australia",Exploren,2,AC,AC,-32.5491609,151.1619536,Singleton Council,2330,Destination Charging R1
,,82 Summer St Orange NSW 2800 Australia,Tesla,6,DC,175 kW,-33.2833264,149.0944601,Orange City Council,2800,Fast Charging R1
,The Charles Boutique Hotel & Dining,"82 Tarcutta St
Wagga Wagga NSW 2650
Australia",Noodoe,3,AC,AC,-35.1151339,147.3753415,Wagga Wagga City Council,2650,Destination Charging R1
,,"8275 Pacific Hwy, New Italy NSW 2472",Tesla,12,DC,175 kW,-30.8015492,152.8689544,Richmond Valley Council,2472,Fast Charging R1
,The Civic,"83 Chandos St
Gunnedah NSW 2380
Australia",Exploren,4,AC,AC,-30.9761286,150.2519107,Gunnedah Shire Council,2380,Destination Charging R2
,Mingara Recreation Club,"83 Macquarie Rd
Springwood NSW 2777
Australia",Exploren,2,AC,AC,-33.6984685,150.5696737,Blue Mountains City Council,2777,Destination Charging R1
,Albury Showground,"836 Mate St
North Albury NSW 2640
Australia",Exploren,1,AC,AC,-36.0659794,146.935055,Albury City Council,2640,Destination Charging R2
,,"84 Frenchmans Rd
Randwick NSW 2031
Australia",PLUS ES,1,AC,22 kW,-33.9072488,151.2505126,Randwick City Council,2031,Kerbside Charging R1
,Lovedale Wedding Chapel and Reception,"842 Lovedale Rd
Allandale NSW 2320
Australia",Exploren,4,AC,AC,-32.7326471,151.3923335,Cessnock City Council,2320,Destination Charging R2
,,"85 Cowper St
Randwick NSW 2031
Australia",EVX,2,AC,22 kW,-33.9092542,151.2421072,Randwick City Council,2031,Kerbside Charging R1
,,"85 Denison St
Bondi Junction NSW 2022
Australia",PLUS ES,1,AC,22 kW,-33.89343,151.2443883,Waverley Council,2022,Kerbside Charging R1
,,"85 South St, Ulladulla NSW 2539, Australia",Evie Networks,4,DC,175 kW,-35.3595567,150.4754013,Shoalhaven City Council,2539,Fast Charging R1
,,"850 Woodville Rd, Villawood 2163, NSW",Evie Networks,4,DC,175 kW,-33.8791212,150.9776442,Canterbury Bankstown Council,2163,Fast Charging R2
,Sponars Chalet,"8568 Kosciuszko Rd
Wilsons Valley NSW 2624
Australia",Exploren,4,AC,AC,-36.3599294,148.4849448,Snowy Monaro Regional Council,2624,Destination Charging R2
,,"86 Elswick St
Leichhardt NSW 2040
Australia",PLUS ES,1,AC,7 kW,-33.885178,151.1519273,Inner West Council,2040,Kerbside Charging R1
,Lake Canobolas,"87 Lake Canobolas Rd
Nashdale NSW 2800
Australia",Exploren,2,AC,AC,-33.2968721,149.0245698,Cabonne Council,2800,Destination Charging R2
,,"872 Anzac Pde, Maroubra, NSW, 2035",Evie Networks,4,DC,75 kW,-33.9406054,151.2395169,Randwick City Council,2035,Kerbside Charging R1
,,"88 Terry St
Tempe NSW 2044
Australia",PLUS ES,1,AC,22 kW,-33.9186508,151.1652517,Inner West Council,2044,Kerbside Charging R1
,,"88-120 Clovelly Rd
Randwick NSW 2031
Australia",PLUS ES,1,AC,22 kW,-33.9091238,151.2486023,Randwick City Council,2031,Kerbside Charging R1
,,"89 Curlewis St
Bondi Beach NSW 2026
Australia",Chargefox,1,AC,7 kW,-33.8879047,151.2722051,Waverley Council,2026,Kerbside Charging R1
,,"9 Ascot St
Kensington NSW 2033
Australia",EVX,2,AC,22 kW,-33.907747,151.2241023,Randwick City Council,2033,Kerbside Charging R1
,,"9 Bessemer St, Mittagong, 2575",NRMA,2,AC,20 kW,-34.45008813,150.4424585,Wingecarribee Shire Council,2575,Existing Destination Chargers
,,"9 Fort St
Petersham NSW 2049
Australia",PLUS ES,1,AC,22 kW,-33.890109,151.1577673,Inner West Council,2049,Kerbside Charging R1
,Mantra on Salt Beach,"9 Gunnamatta Ave
Kingscliff NSW 2487
Australia",Chargefox,2,AC,AC,-28.2779639,153.5776313,Tweed Shire Council,2487,Destination Charging R1
,Toronto Workers Club,"9 James St
Toronto NSW 2283
Australia",CasaCharge,4,AC,AC,-33.0104168,151.5915663,Lake Macquarie City Council,2283,Destination Charging R2
,,"9 Nicholson St
Balmain East NSW 2041
Australia",PLUS ES,1,AC,7 kW,-33.856438,151.1933937,Inner West Council,2041,Kerbside Charging R1
,Tura Garden Centre,"9 Tura Beach Dr
Tura Beach NSW 2548
Australia",EVUp,1,AC,AC,-36.863888,149.9151051,Bega Valley Shire Council,2548,Destination Charging R2
,,"9 Vickery Ave
Rose Bay NSW 2029
Australia",Evie Networks,4,DC,75 kW,-33.8703543,151.2642569,Woollahra Municipal Council,2029,Kerbside Charging R1
,,"90 Boundary St
Paddington NSW 2021
Australia",PLUS ES,1,AC,22 kW,-33.8792204,151.224936,Woollahra Municipal Council,2021,Kerbside Charging R1
,Mid-Western Regional Council,"90 Market St
Mudgee NSW 2850
Australia",Smart Charge,2,AC,AC,-32.5900897,149.5835475,Mid-Western Regional Council,2850,Destination Charging R1
